Location,Maker,Model,Year,Colour,Distance,Amount,Use_type_Brand New,Use_type_Foreign Used,Use_type_Nigerian Used,Car_Age,Manufacturing_year_category,Location_Ibadan
-0.5,-0.7083333333333334,-0.7257318952234206,0.0,0.5625,0.1666170012600561,1.4350845252893227,0,0,1,0.0,0.0,0
0.0,-0.625,0.9090909090909091,0.16666666666666666,0.5625,0.46791398095352765,1.7047480922384253,0,0,1,-0.16666666666666666,0.0,1
0.5,-0.20833333333333334,0.6563944530046225,-0.16666666666666666,0.5,0.3083644551390624,2.4159137783010487,0,1,0,0.16666666666666666,0.0,0
-0.5,0.0,-0.03697996918335902,1.0,-0.375,-1.4276552257361483,3.210843653170937,0,1,0,-1.0,1.0,0
0.0,0.7916666666666666,0.06933744221879815,-1.5,0.5,0.4701011801171016,1.5260563034950492,0,0,1,1.5,-1.0,1
0.5,0.7916666666666666,1.0801232665639446,0.0,-0.4375,0.1666170012600561,2.251291798606496,0,1,0,0.0,0.0,0
0.5,-0.20833333333333334,0.25115562403698,1.3333333333333333,-0.4375,-1.7306363094852928,4.394449154672439,0,1,0,-1.3333333333333333,2.0,0
-0.5,0.7916666666666666,-0.6579352850539292,0.6666666666666666,-0.0625,-0.38038405793526914,2.3978952727983707,0,1,0,-0.6666666666666666,1.0,0
0.5,0.7916666666666666,0.8489984591679507,0.16666666666666666,-0.375,1.8388853212691523,2.278292400425001,0,1,0,-0.16666666666666666,0.0,0
0.0,0.0,-0.5608628659476117,-1.1666666666666667,-0.4375,0.949588369436324,1.5040773967762742,0,1,0,1.1666666666666667,-1.0,1
0.5,-1.4166666666666667,0.6363636363636364,0.16666666666666666,0.8125,-0.19549168520496282,2.2192034840549946,0,1,0,-0.16666666666666666,0.0,0
0.5,0.7916666666666666,-0.6302003081664098,-1.3333333333333333,0.5625,0.3135904758926834,1.6601310267496183,0,1,0,1.3333333333333333,-1.0,0
0.5,0.7916666666666666,-0.31741140215716485,-0.5,-0.4375,0.4792883261215256,1.3635373739972745,0,0,1,0.5,-1.0,0
0.5,0.7916666666666666,1.081664098613251,-0.16666666666666666,0.8125,0.3163790774624578,2.191653532286764,0,1,0,0.16666666666666666,0.0,0
-0.5,0.7916666666666666,0.15254237288135594,1.1666666666666667,-0.4375,-2.2625576840059587,2.9444389791664403,0,1,0,-1.1666666666666667,1.0,0
0.5,-0.20833333333333334,-0.2033898305084746,-0.5,-0.375,0.42457341059309317,1.713797927758343,0,0,1,0.5,-1.0,0
-0.5,0.7916666666666666,0.987673343605547,1.0,0.0,-0.6881060490367507,3.1780538303479458,0,1,0,-1.0,1.0,0
-0.5,0.7916666666666666,0.12942989214175654,1.5,0.8125,-3.2647361880199375,3.218875824868201,1,0,0,-1.5,2.0,0
0.5,-0.20833333333333334,0.662557781201849,0.6666666666666666,-0.4375,-0.38038405793526914,2.772588722239781,0,1,0,-0.6666666666666666,1.0,0
0.5,0.7916666666666666,-0.6579352850539292,0.0,0.0,-0.20529830228674575,1.9315214116032136,0,1,0,0.0,0.0,0
0.5,-0.9583333333333334,-0.39907550077041604,-0.8333333333333334,0.5,0.8815723095892222,1.4996230464268938,0,1,0,0.8333333333333334,-1.0,0
-0.5,0.125,-0.6702619414483821,1.5,0.0,-3.0266838928250066,2.8903717578961645,0,1,0,-1.5,2.0,0
0.5,0.0,0.35130970724191063,-0.8333333333333334,0.5625,0.675177241723846,1.88706964903238,0,1,0,0.8333333333333334,-1.0,0
0.0,0.7916666666666666,0.12788906009244994,0.8333333333333334,0.0,-1.9536974065976085,2.833213344056216,0,1,0,-0.8333333333333334,1.0,1
-0.5,0.0,-0.22650231124807396,0.5,0.5625,-1.0455496994859725,2.628285232633348,0,1,0,-0.5,0.0,0
-0.5,-0.7083333333333334,0.7349768875192604,-0.6666666666666666,-0.4375,0.17151805114470922,1.8082887711792648,0,1,0,0.6666666666666666,-1.0,0
-0.5,-0.375,0.46533127889060094,0.5,-0.25,-0.16386002708627462,1.871802176901592,0,1,0,-0.5,0.0,0
0.5,-0.20833333333333334,-0.2033898305084746,-0.6666666666666666,0.0,-0.036964442404819005,1.824549292051046,0,1,0,0.6666666666666666,-1.0,0
-0.5,0.7916666666666666,1.081664098613251,-0.16666666666666666,0.0625,-0.9655574129435959,2.3978952727983707,0,1,0,0.16666666666666666,0.0,0
-0.5,0.7916666666666666,1.0708782742681047,-0.16666666666666666,0.0625,-0.7759958803665651,2.2823823856765264,0,1,0,0.16666666666666666,0.0,0
0.5,0.7916666666666666,0.8397534668721109,-0.3333333333333333,-0.4375,0.6184460257985445,2.066862759472976,0,0,1,0.3333333333333333,0.0,0
-0.5,0.7916666666666666,-0.4560862865947612,0.5,0.0,0.5085683021243109,1.791759469228055,0,0,1,-0.5,0.0,0
0.0,0.7916666666666666,0.6070878274268104,-0.6666666666666666,0.0625,0.11729536423980175,1.791759469228055,0,1,0,0.6666666666666666,-1.0,1
0.0,0.7916666666666666,-0.4560862865947612,-1.3333333333333333,0.5625,0.5200099777231824,1.4816045409242156,0,1,0,1.3333333333333333,-1.0,1
0.5,0.0,-0.04930662557781202,0.5,0.8125,0.3945708342264634,2.9444389791664403,0,1,0,-0.5,0.0,0
-0.5,-1.2916666666666667,1.152542372881356,-0.8333333333333334,0.0,0.675177241723846,1.6094379124341005,0,1,0,0.8333333333333334,-1.0,0
-0.5,0.7916666666666666,0.06933744221879815,-1.0,-0.4375,0.46301690469600587,1.6486586255873816,0,0,1,1.0,-1.0,0
-0.5,0.7916666666666666,-0.4560862865947612,-0.3333333333333333,0.0,0.013741409901587035,1.5390154481375546,0,0,1,0.3333333333333333,0.0,0
-0.5,0.7916666666666666,0.12942989214175654,1.6666666666666667,0.8125,-8.977765640841186,3.218875824868201,1,0,0,-1.6666666666666667,2.0,0
-0.5,0.7916666666666666,0.2850539291217257,1.3333333333333333,-0.4375,-0.6970669682507297,4.762173934797756,0,1,0,-1.3333333333333333,2.0,0
-0.5,-0.7083333333333334,-0.7580893682588598,0.8333333333333334,0.0,-0.5127793176497073,2.2823823856765264,0,1,0,-0.8333333333333334,1.0,0
-0.5,0.875,1.1694915254237288,-1.0,0.0,0.9522845232344339,1.667706820558076,0,1,0,1.0,-1.0,0
0.0,-0.20833333333333334,-0.2033898305084746,-0.16666666666666666,0.8125,0.3163790774624578,2.0149030205422647,0,1,0,0.16666666666666666,0.0,1
-0.5,0.7916666666666666,-0.31741140215716485,0.3333333333333333,0.5,-0.7491617389660394,1.766441661243765,0,0,1,-0.3333333333333333,0.0,0
-0.5,0.7916666666666666,-0.2850539291217257,-0.6666666666666666,0.5625,0.6150629541472858,1.4586150226995167,0,0,1,0.6666666666666666,-1.0,0
-0.5,0.0,-0.551617873651772,-0.5,0.5625,0.4160466732609158,1.7047480922384253,0,0,1,0.5,-1.0,0
-0.5,-0.20833333333333334,0.25115562403698,1.0,0.8125,-1.3419343395958703,4.109233174715851,0,1,0,-1.0,1.0,0
0.5,-0.20833333333333334,0.6687211093990755,1.3333333333333333,0.8125,-4.103472438243951,3.1780538303479458,0,1,0,-1.3333333333333333,2.0,0
-0.5,0.0,-0.5531587057010786,-1.1666666666666667,0.5625,0.9594980523275629,1.5686159179138452,0,1,0,1.1666666666666667,-1.0,0
0.5,-0.20833333333333334,-0.2033898305084746,0.0,0.5625,0.1666170012600561,2.1400661634962708,0,1,0,0.0,0.0,0
0.5,0.7916666666666666,0.6194144838212635,0.3333333333333333,0.0,0.0,2.327277705584417,0,1,0,-0.3333333333333333,0.0,0
0.5,0.0,0.35130970724191063,-0.16666666666666666,-0.0625,0.3163790774624578,2.174751721484161,0,1,0,0.16666666666666666,0.0,0
0.5,0.125,0.41140215716486905,-0.16666666666666666,0.75,0.6178576574372034,1.4060969884160703,0,1,0,0.16666666666666666,0.0,0
0.5,-0.8333333333333334,-0.15254237288135594,-1.0,0.5625,0.8269992207505835,1.2412685890696329,0,0,1,1.0,-1.0,0
0.5,0.7916666666666666,-0.4560862865947612,-0.5,0.5625,1.2010744950642975,1.7227665977411035,0,1,0,0.5,-1.0,0
-0.5,0.7916666666666666,0.08320493066255778,-0.16666666666666666,0.8125,-0.3935632980565832,2.180417459019838,0,1,0,0.16666666666666666,0.0,0
0.5,0.7916666666666666,-0.4560862865947612,-0.3333333333333333,0.0,-0.02074683164450764,1.749199854809259,0,1,0,0.3333333333333333,0.0,0
-0.5,0.0,0.3574730354391371,0.3333333333333333,-0.4375,0.0,2.4849066497880004,0,1,0,-0.3333333333333333,0.0,0
-0.5,-0.20833333333333334,-0.2033898305084746,-0.16666666666666666,-0.4375,-0.20681617633261673,2.1400661634962708,0,0,1,0.16666666666666666,0.0,0
-0.5,-0.20833333333333334,0.6486902927580893,-1.1666666666666667,-0.375,-0.3957399199876207,1.871802176901592,0,0,1,1.1666666666666667,-1.0,0
0.5,0.125,0.4283513097072419,-1.3333333333333333,-0.3125,0.9878437591886386,1.57069708411767,0,0,1,1.3333333333333333,-1.0,0
-0.5,-0.20833333333333334,0.17103235747303544,-0.5,0.5625,0.42457341059309317,1.871802176901592,0,1,0,0.5,-1.0,0
-0.5,0.7916666666666666,0.8721109399075501,-1.1666666666666667,-0.0625,0.4280033488659634,1.33500106673234,0,1,0,1.1666666666666667,-1.0,0
-0.5,-0.20833333333333334,0.2465331278890601,1.1666666666666667,-0.4375,-1.9661896448257121,4.241326752570746,0,1,0,-1.1666666666666667,1.0,0
0.5,-0.20833333333333334,-0.2033898305084746,-0.3333333333333333,-0.0625,-1.1664079315032383,1.871802176901592,0,1,0,0.3333333333333333,0.0,0
-0.5,0.7916666666666666,0.06933744221879815,-1.3333333333333333,0.0,0.9878437591886386,1.4350845252893227,0,0,1,1.3333333333333333,-1.0,0
0.0,0.7916666666666666,-0.4560862865947612,-0.6666666666666666,0.0,0.6150629541472858,1.667706820558076,0,1,0,0.6666666666666666,-1.0,1
-0.5,-0.7083333333333334,-0.7580893682588598,0.3333333333333333,0.5,0.0,1.824549292051046,0,0,1,-0.3333333333333333,0.0,0
0.0,0.7916666666666666,-0.4560862865947612,-0.16666666666666666,-0.0625,0.3163790774624578,1.791759469228055,0,1,0,0.16666666666666666,0.0,1
-0.5,0.0,-0.5639445300462249,-1.0,-0.0625,0.17151805114470922,1.5040773967762742,0,1,0,1.0,-1.0,0
-0.5,0.7916666666666666,-0.8936825885978429,-1.8333333333333333,0.0,0.8630613729934836,1.252762968495368,0,0,1,1.8333333333333333,-1.0,0
-0.5,-0.625,-0.17873651771956856,-0.6666666666666666,0.0,1.059303703897333,1.3056264580524355,0,0,1,0.6666666666666666,-1.0,0
0.5,0.0,-0.032357473035439135,-0.16666666666666666,0.5625,0.7635031326149173,2.166765369851511,0,1,0,0.16666666666666666,0.0,0
0.5,-0.20833333333333334,0.6563944530046225,0.0,0.0,0.42615145057026443,2.4423470353692043,0,1,0,0.0,0.0,0
0.5,-0.20833333333333334,0.02465331278890601,-0.6666666666666666,-0.4375,-0.006591739873387635,2.0149030205422647,0,1,0,0.6666666666666666,-1.0,0
0.5,-0.20833333333333334,-0.2033898305084746,-0.5,0.5,0.5162241039541849,1.871802176901592,0,1,0,0.5,-1.0,0
0.5,-0.20833333333333334,0.662557781201849,-0.5,0.0,-0.14716146042639186,2.0515563381903004,0,1,0,0.5,-1.0,0
0.5,-0.20833333333333334,-0.1987673343605547,0.3333333333333333,0.5625,-0.5322697161365619,2.4595888418037104,0,1,0,-0.3333333333333333,0.0,0
-0.5,-0.8333333333333334,-0.1864406779661017,-0.5,0.5625,-0.008552530328622306,1.7578579175523736,0,1,0,0.5,-1.0,0
0.5,-0.8333333333333334,-0.13713405238828968,0.16666666666666666,-0.4375,1.289756076449576,2.3456445824544927,0,1,0,-0.16666666666666666,0.0,0
0.5,-1.4166666666666667,0.386748844375963,-0.3333333333333333,-0.375,-0.5831874671178946,2.251291798606496,0,1,0,0.3333333333333333,0.0,0
0.5,0.7916666666666666,-0.8782742681047766,-1.0,0.5625,3.0830147458512607,1.864080130807681,0,1,0,1.0,-1.0,0
0.5,0.7916666666666666,-0.8828967642526965,1.3333333333333333,-0.4375,-3.807203965439651,3.4339872044851463,0,1,0,-1.3333333333333333,2.0,0
0.5,-0.9583333333333334,0.5608628659476117,0.5,-0.4375,-0.32135334246682323,2.583997552432231,0,0,1,-0.5,0.0,0
0.0,0.7916666666666666,-0.31741140215716485,-0.16666666666666666,0.0,-0.028815441382710166,1.3987168811184478,0,0,1,0.16666666666666666,0.0,1
0.5,-0.20833333333333334,0.687211093990755,1.1666666666666667,-0.0625,-3.650575912835283,3.157000421150113,0,1,0,-1.1666666666666667,1.0,0
0.5,-0.7083333333333334,0.5161787365177196,-0.6666666666666666,-0.4375,1.6455488885694076,1.7209792871670078,0,1,0,0.6666666666666666,-1.0,0
